crew_id,flight_id,name,role,experience_years,license_no,contact,salary
2382,1667,Kyle Lane,Pilot,9,LIC85781,001-125-701-0430,98373
2383,1864,Daniel Rosales,Co-Pilot,12,LIC00721,(162)653-4757x493,164500
2384,366,Robert Barrera,Pilot,8,LIC76333,970.262.4952x171,118964
2385,1849,Rebecca Woodard,Pilot,28,LIC65619,592-560-2883,163265
2386,2414,Joseph Silva,Pilot,2,LIC81613,812-275-1057x45861,49722
2387,1117,Gregory Davis,Co-Pilot,17,LIC35294,939.400.5050,163238
2388,2119,Kyle Robinson,Pilot,16,LIC23912,+1-046-495-6394x147,80678
2389,326,Curtis Valenzuela,Pilot,23,LIC41721,7928099792,180874
2390,1531,William Gomez,Co-Pilot,16,LIC52932,+1-703-534-1990x942,90380
2391,1350,Julie Smith,Co-Pilot,3,LIC91024,001-986-078-6445x35829,49096
2392,2262,Miss Tammy Thomas,Flight Attendant,19,LIC26506,+1-382-597-4678x6593,94626
2393,1071,Jesse Smith,Pilot,16,LIC75511,(305)629-0116,133292
2394,1754,Gabriel Byrd,Co-Pilot,11,LIC39110,+1-972-373-0824x186,74006
2395,2137,Dr. Nicole Hodges MD,Flight Attendant,26,LIC08215,974-466-7886,79387
2396,1251,Denise Smith,Pilot,9,LIC91764,473-489-9794,174961
2397,1421,Grace Solis,Co-Pilot,14,LIC60446,+1-620-462-2368x1098,148022
2398,2265,Katelyn Mclaughlin,Co-Pilot,2,LIC17157,+1-434-684-7194x30993,178530
2399,1776,Karen Martin,Pilot,13,LIC20465,6590819041,140942
2400,2349,Antonio Benitez,Pilot,5,LIC78096,659-090-0282x0180,108240
2401,926,Benjamin Fernandez,Flight Attendant,20,LIC46073,(959)905-5976x320,194583
2402,170,Anthony Ramos,Pilot,14,LIC83369,+1-661-007-4299x235,112925
2403,1389,Michael Daniel,Pilot,1,LIC54822,(186)428-9862x2563,38204
2404,1256,Carl Alvarez,Pilot,6,LIC03573,209-277-2549x2672,116821
2405,620,Rachel Johnson,Co-Pilot,22,LIC50467,(893)508-0008,197443
2406,1257,Cindy Hill,Flight Attendant,11,LIC15117,314-007-6437,65028
2407,682,Katelyn Alexander,Flight Attendant,17,LIC49333,358-958-8912,157245
2408,2085,Edward James,Flight Attendant,23,LIC33991,+1-974-786-3789x4682,88327
2409,1426,Abigail Thomas,Co-Pilot,22,LIC59509,+1-611-307-0913x46657,37814
2410,1011,Jose Ramos,Pilot,14,LIC63158,257-153-1824x849,59445
2411,426,Amanda Cervantes,Co-Pilot,14,LIC93797,(181)728-5594,89303
2412,1929,Jessica Hernandez,Flight Attendant,20,LIC62641,011-403-0344,105956
2413,2456,Jeffrey Gilbert,Pilot,7,LIC02137,791-434-7489x25577,105490
2414,217,Mary Garza,Pilot,19,LIC60395,001-151-335-5176x017,104744
2415,2218,Nicole Murray,Flight Attendant,26,LIC38425,+1-446-580-2940x15941,114073
2416,610,John Nelson,Pilot,27,LIC37511,914.525.1014,45168
2417,358,Michele Curtis,Co-Pilot,22,LIC43179,(443)562-2035x24916,132886
2418,186,Colton Wilson,Flight Attendant,6,LIC05101,(320)058-1269,132789
2419,725,Christopher Levy,Co-Pilot,13,LIC54351,(157)669-8419x589,63375
2420,870,Richard Jackson,Pilot,10,LIC80833,+1-626-269-9702,128086
2421,824,Michelle Hill,Flight Attendant,22,LIC90084,(260)601-1609x943,58794
2422,1768,Teresa Thomas,Pilot,19,LIC46996,(806)517-4440x866,32836
2423,1978,Beth Wilkerson,Flight Attendant,10,LIC21922,(832)636-4450x685,175163
2424,679,Stacey Krueger,Flight Attendant,5,LIC85816,8822087206,194606
2425,1185,Ana Hall,Flight Attendant,13,LIC25468,937-734-4488,42790
2426,284,Teresa Espinoza MD,Flight Attendant,17,LIC16826,511-458-8168x42348,77700
2427,184,Steven Jones,Flight Attendant,22,LIC84596,5996199550,91292
2428,2190,Jason Lowery,Pilot,23,LIC29491,001-651-444-0460x4662,181125
2429,1620,Katrina Nunez,Flight Attendant,5,LIC02792,067.792.4026,63161
2430,231,Kayla Mclaughlin,Co-Pilot,21,LIC96807,+1-555-623-7463x225,55169
2431,2436,Stephanie Pearson,Flight Attendant,29,LIC70015,8583573683,122993
2432,735,William Meza,Co-Pilot,22,LIC93791,467-025-3956x75221,104613
2433,158,Lori Pratt,Pilot,7,LIC40231,001-322-120-2637x19363,33052
2434,1342,Tyler Daniel,Flight Attendant,20,LIC01424,001-934-581-9261x662,31777
2435,1209,Jacqueline Suarez,Flight Attendant,7,LIC79415,+1-835-544-2629x824,118853
2436,1076,Janet Robertson,Co-Pilot,15,LIC42647,9628270851,173701
2437,1027,Edward Murray,Flight Attendant,15,LIC11735,+1-998-184-7783x52252,167892
2438,2125,Jacob Maldonado,Pilot,21,LIC54143,(212)696-0433,42499
2439,1671,Ebony Barnett,Pilot,23,LIC52372,+1-363-742-1059,95029
2440,1862,Trevor Shepard,Flight Attendant,1,LIC69328,+1-548-147-9270x42067,104084
2441,1040,Kelly Lee,Co-Pilot,26,LIC40558,+1-125-537-8791x230,135906
2442,2278,Donna Tucker,Pilot,12,LIC55848,(898)624-0901,199036
2443,904,Victoria Bell,Flight Attendant,2,LIC81855,409.655.6564x228,171014
2444,889,Kathryn Randolph,Co-Pilot,18,LIC74897,759.275.9500,105437
2445,1291,Virginia Travis,Co-Pilot,15,LIC08426,+1-305-444-6123,33681
2446,1330,Kelly Smith,Pilot,7,LIC68471,+1-440-000-2444x119,169800
2447,1030,Marc Richardson,Flight Attendant,9,LIC55366,938.649.2878x342,136646
2448,1134,Curtis Cole,Pilot,23,LIC66415,001-020-179-5077x2829,39947
2449,143,Cynthia Hamilton,Co-Pilot,28,LIC45073,796.548.2303,144251
2450,1931,Martin Harris,Pilot,22,LIC32047,7523729552,73955
2451,1691,Thomas Smith,Flight Attendant,3,LIC64658,087-489-4114,133142
2452,207,Jordan Williams MD,Pilot,21,LIC25436,027-660-5924,114482
2453,2477,David Stone,Co-Pilot,10,LIC08164,760.840.1126,77438
2454,166,Brian Blanchard,Pilot,2,LIC85461,797-705-9032,199371
2455,2308,Theodore Medina,Co-Pilot,25,LIC54168,(163)877-4779x82980,78382
2456,1998,Amber Beck,Co-Pilot,22,LIC28340,107.236.2505x268,39433
2457,394,Fernando Jones,Co-Pilot,25,LIC26553,001-155-127-9929,82984
2458,121,Julia Fletcher,Pilot,25,LIC27263,663-417-9114x98271,32899
2459,413,Nicholas Carlson,Flight Attendant,12,LIC22531,+1-414-046-4161,185607
2460,1976,Paula Shepard,Co-Pilot,7,LIC02408,+1-315-355-1798,90099
2461,2216,Aaron White,Pilot,5,LIC68312,807-037-9404x8887,84902
2462,421,Alejandro Williams,Co-Pilot,4,LIC57185,(156)076-2473x953,146967
2463,1730,Sean Frazier,Pilot,1,LIC68739,6727682196,199601
2464,268,Linda Palmer,Co-Pilot,15,LIC15181,(764)015-1967x9287,102283
2465,2086,Amanda Kaufman,Pilot,9,LIC76411,(071)341-8497,168876
2466,2386,Heather Rodriguez,Co-Pilot,6,LIC44193,+1-396-118-4108x48908,157182
2467,1778,Angela Johns,Co-Pilot,14,LIC99029,+1-854-206-4312,97185
2468,2378,Morgan Robinson,Co-Pilot,2,LIC86045,346-123-7289,196248
2469,199,Alan Pitts,Flight Attendant,12,LIC68657,(624)581-7476,158350
2470,5,Erica Garcia,Pilot,23,LIC78895,+1-595-275-9024,73380
2471,1456,Kimberly Whitehead,Flight Attendant,28,LIC21386,+1-286-076-4553x670,192335
2472,989,Cynthia Tyler,Pilot,6,LIC42607,431-544-4039x756,125701
2473,1395,John Ray,Co-Pilot,13,LIC43996,001-239-965-6274x123,110002
2474,895,Alyssa Duran,Pilot,4,LIC58477,333-656-9106,87872
2475,1891,Sarah Young,Pilot,22,LIC71636,001-112-477-0858x7812,117516
2476,2151,Scott James,Co-Pilot,16,LIC27473,001-734-843-6827,37542
2477,2483,Anthony Soto,Co-Pilot,29,LIC80246,001-291-225-5170x93347,195259
2478,1932,Derrick Mcdonald,Co-Pilot,11,LIC06641,(463)292-5549x12264,185582
2479,650,Michele Jarvis,Pilot,6,LIC77696,885-060-0945x496,66941
2480,1829,Elizabeth Vasquez,Co-Pilot,5,LIC08980,4765159209,97271
2481,2429,Kathryn Nash,Co-Pilot,1,LIC03486,929-604-0627x871,140632
2482,2114,Victoria Bishop,Pilot,19,LIC08688,001-849-229-0918x2405,31148
2483,579,Mitchell Baker,Flight Attendant,7,LIC08783,233-250-8382,61343
2484,2318,Dawn Murray,Pilot,18,LIC07573,(450)923-3850,109082
2485,47,Scott Duarte,Pilot,10,LIC73165,8735262144,72483
2486,365,Cody Butler,Pilot,10,LIC37363,511.177.7899,118615
2487,2116,Mark Heath,Co-Pilot,17,LIC87287,001-721-205-2274x243,121072
2488,2255,Christine Davis,Pilot,24,LIC88834,001-407-794-8499x069,107437
2489,73,Madison Graham,Flight Attendant,7,LIC60430,(077)763-5311,159097
2490,1283,Rachel Giles,Pilot,22,LIC32074,(946)346-2894,95540
2491,2023,Jennifer Martinez,Pilot,26,LIC74234,001-772-673-0244x93279,100455
2492,2078,Howard Mccarthy,Co-Pilot,21,LIC86484,359-882-5501x73442,114711
2493,1027,Jeremy Hawkins,Co-Pilot,22,LIC62006,+1-109-049-0386,190404
2494,1545,Emily Daniels,Flight Attendant,1,LIC14150,0940797201,191081
2495,1544,David Smith,Pilot,12,LIC84787,536-497-9083x22923,174584
2496,521,Jacob Collins,Pilot,25,LIC46254,635-838-3610x6178,102109
2497,401,Anthony Knight,Pilot,17,LIC37045,993-088-8677x0961,77262
2498,1688,Jamie Sullivan,Pilot,16,LIC76521,(803)707-0910x002,182995
2499,1992,Lori Ward,Pilot,20,LIC52645,978-434-3685x468,123441
2500,2037,Alicia Smith,Pilot,15,LIC27604,272-941-8887x7012,157991
